id,publisher,isbn,title,series,author,year,ENTRYTYPE,journal,number,volume,link,pages,booktitle,crossref
1996,0,0,"A Comparative Assessment of Conventional and Machine-Learning-Based Scoring Functions in Predicting Binding Affinities of Protein-Ligand Complexes",0,"Hossam M. Ashtawy and Nihar R. Mahapatra",2011,inproceedings,0,0,0,http://doi.ieeecomputersociety.org/10.1109/BIBM.2011.128,627--630,"{IEEE} International Conference on Bioinformatics and Biomedicine, {BIBM} 2011, Atlanta, GA, USA, 12-15 November, 2011",DBLP:conf/bibm/2011
1997,0,0,"Generic Multiplicative Methods for Implementing Machine Learning Algorithms on MapReduce",0,"Song Liu and Peter A. Flach and Nello Cristianini",2011,article,CoRR,0,abs/1111.2111,http://arxiv.org/abs/1111.2111,0,0,
1998,0,0,"Reaction Databases and Synthesis Planning-Combined Application and Synergetic Effects",0,Rainer Moll,1997,article,Journal of Chemical Information and Computer Sciences,1,37,http://dx.doi.org/10.1021/ci960467m,131--133,0,
1999,0,0,Learning Dependency-Based Compositional Semantics,0,"Percy Liang and Michael I. Jordan and Dan Klein",2013,article,Computational Linguistics,2,39,http://dx.doi.org/10.1162/COLI_a_00127,389--446,0,
2000,0,0,Nonparametric Bayesian Learning of Switching Linear Dynamical Systems,0,"Emily B. Fox and Erik B. Sudderth and Michael I. Jordan and Alan S. Willsky",2008,inproceedings,0,0,0,http://papers.nips.cc/paper/3546-nonparametric-bayesian-learning-of-switching-linear-dynamical-systems,457--464,"Advances in Neural Information Processing Systems 21, Proceedings of the Twenty-Second Annual Conference on Neural Information Processing Systems, Vancouver, British Columbia, Canada, December 8-11, 2008",DBLP:conf/nips/2008
2001,0,0,Sharing Features among Dynamical Systems with Beta Processes,0,"Emily B. Fox and Erik B. Sudderth and Michael I. Jordan and Alan S. Willsky",2009,inproceedings,0,0,0,http://papers.nips.cc/paper/3685-sharing-features-among-dynamical-systems-with-beta-processes,549--557,"Advances in Neural Information Processing Systems 22: 23rd Annual Conference on Neural Information Processing Systems 2009. Proceedings of a meeting held 7-10 December 2009, Vancouver, British Columbia, Canada.",DBLP:conf/nips/2009
2002,0,0,A General Analysis of the Convergence of {ADMM},0,"Robert Nishihara and Laurent Lessard and Benjamin Recht and Andrew Packard and Michael I. Jordan",2015,inproceedings,0,0,0,http://jmlr.org/proceedings/papers/v37/nishihara15.html,343--352,"Proceedings of the 32nd International Conference on Machine Learning, {ICML} 2015, Lille, France, 6-11 July 2015",DBLP:conf/icml/2015
2003,0,0,An {HDP-HMM} for systems with state persistence,0,"Emily B. Fox and Erik B. Sudderth and Michael I. Jordan and Alan S. Willsky",2008,inproceedings,0,0,0,http://doi.acm.org/10.1145/1390156.1390196,312--319,"Machine Learning, Proceedings of the Twenty-Fifth International Conference {(ICML} 2008), Helsinki, Finland, June 5-9, 2008",DBLP:conf/icml/2008
2004,0,0,Optimistic Concurrency Control for Distributed Unsupervised Learning,0,"Xinghao Pan and Joseph E. Gonzalez and Stefanie Jegelka and Tamara Broderick and Michael I. Jordan",2013,inproceedings,0,0,0,http://papers.nips.cc/paper/5038-optimistic-concurrency-control-for-distributed-unsupervised-learning,1403--1411,"Advances in Neural Information Processing Systems 26: 27th Annual Conference on Neural Information Processing Systems 2013. Proceedings of a meeting held December 5-8, 2013, Lake Tahoe, Nevada, United States.",DBLP:conf/nips/2013
2005,0,0,High-dimensional support union recovery in multivariate regression,0,"Guillaume Obozinski and Martin J. Wainwright and Michael I. Jordan",2008,inproceedings,0,0,0,http://papers.nips.cc/paper/3432-high-dimensional-support-union-recovery-in-multivariate-regression,1217--1224,"Advances in Neural Information Processing Systems 21, Proceedings of the Twenty-Second Annual Conference on Neural Information Processing Systems, Vancouver, British Columbia, Canada, December 8-11, 2008",DBLP:conf/nips/2008
2006,0,0,"On the Concentration of Expectation and Approximate Inference in Layered Networks",0,"XuanLong Nguyen and Michael I. Jordan",2003,inproceedings,0,0,0,http://papers.nips.cc/paper/2411-on-the-concentration-of-expectation-and-approximate-inference-in-layered-networks,393--400,"Advances in Neural Information Processing Systems 16 [Neural Information Processing Systems, {NIPS} 2003, December 8-13, 2003, Vancouver and Whistler, British Columbia, Canada]",DBLP:conf/nips/2003
2007,0,0,Image Denoising with Nonparametric Hidden Markov Trees,0,"Jyri J. Kivinen and Erik B. Sudderth and Michael I. Jordan",2007,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICIP.2007.4379261,121--124,"Proceedings of the International Conference on Image Processing, {ICIP} 2007, September 16-19, 2007, San Antonio, Texas, {USA}",DBLP:conf/icip/2007
2008,0,0,Kernel Dimensionality Reduction for Supervised Learning,0,"Kenji Fukumizu and Francis R. Bach and Michael I. Jordan",2003,inproceedings,0,0,0,http://papers.nips.cc/paper/2513-kernel-dimensionality-reduction-for-supervised-learning,81--88,"Advances in Neural Information Processing Systems 16 [Neural Information Processing Systems, {NIPS} 2003, December 8-13, 2003, Vancouver and Whistler, British Columbia, Canada]",DBLP:conf/nips/2003
2009,0,0,Optimization of Structured Mean Field Objectives,0,"Alexandre Bouchard{-}C{\^{o}}t{\'{e}} and Michael I. Jordan",2012,article,CoRR,0,abs/1205.2658,http://arxiv.org/abs/1205.2658,0,0,
2010,0,0,"Computational Thinking, Inferential Thinking and ""Big Data""",0,Michael I. Jordan,2015,inproceedings,0,0,0,http://doi.acm.org/10.1145/2745754.2745782,1,"Proceedings of the 34th {ACM} Symposium on Principles of Database Systems, {PODS} 2015, Melbourne, Victoria, Australia, May 31 - June 4, 2015",DBLP:conf/pods/2015
2011,0,0,"DiscLDA: Discriminative Learning for Dimensionality Reduction and Classification",0,"Simon Lacoste{-}Julien and Fei Sha and Michael I. Jordan",2008,inproceedings,0,0,0,http://papers.nips.cc/paper/3599-disclda-discriminative-learning-for-dimensionality-reduction-and-classification,897--904,"Advances in Neural Information Processing Systems 21, Proceedings of the Twenty-Second Annual Conference on Neural Information Processing Systems, Vancouver, British Columbia, Canada, December 8-11, 2008",DBLP:conf/nips/2008
2012,0,0,"Task Decomposition Through Competition in a Modular Connectionist Architecture: The What and Where Vision Tasks",0,"Robert A. Jacobs and Michael I. Jordan and Andrew G. Barto",1991,article,Cognitive Science,2,15,http://dx.doi.org/10.1207/s15516709cog1502_2,219--250,0,
2013,0,0,Distributed Low-Rank Subspace Segmentation,0,"Ameet Talwalkar and Lester W. Mackey and Yadong Mu and Shih{-}Fu Chang and Michael I. Jordan",2013,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICCV.2013.440,3543--3550,"{IEEE} International Conference on Computer Vision, {ICCV} 2013, Sydney, Australia, December 1-8, 2013",DBLP:conf/iccv/2013
2014,0,0,Nonparametric empirical Bayes for the Dirichlet process mixture model,0,"Jon D. McAuliffe and David M. Blei and Michael I. Jordan",2006,article,Statistics and Computing,1,16,http://dx.doi.org/10.1007/s11222-006-5196-2,5--14,0,
2015,0,0,"Convergence rates of the Voting Gibbs classifier, with application to Bayesian feature selection",0,"Andrew Y. Ng and Michael I. Jordan",2001,inproceedings,0,0,0,0,377--384,"Proceedings of the Eighteenth International Conference on Machine Learning {(ICML} 2001), Williams College, Williamstown, MA, USA, June 28 - July 1, 2001",DBLP:conf/icml/2001
2016,0,0,Changepoint Analysis for Efficient Variant Calling,0,"Adam Bloniarz and Ameet Talwalkar and Jonathan Terhorst and Michael I. Jordan and David A. Patterson and Bin Yu and Yun S. Song",2014,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-319-05269-4_3,20--34,"Research in Computational Molecular Biology - 18th Annual International Conference, {RECOMB} 2014, Pittsburgh, PA, USA, April 2-5, 2014, Proceedings",DBLP:conf/recomb/2014
2017,0,0,Tree-Structured Stick Breaking for Hierarchical Data,0,"Ryan Prescott Adams and Zoubin Ghahramani and Michael I. Jordan",2010,inproceedings,0,0,0,http://papers.nips.cc/paper/4108-tree-structured-stick-breaking-for-hierarchical-data,19--27,"Advances in Neural Information Processing Systems 23: 24th Annual Conference on Neural Information Processing Systems 2010. Proceedings of a meeting held 6-9 December 2010, Vancouver, British Columbia, Canada.",DBLP:conf/nips/2010
2018,0,0,"Task Decompostiion Through Competition in a Modular Connectionist Architecture: The What and Where Vision Tasks",0,"Robert A. Jacobs and Michael I. Jordan and Andrew G. Barto",1993,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-56483-7_31,175--202,"Machine Learning: From Theory to Applications - Cooperative Research at Siemens and {MIT}",DBLP:conf/siemens/1993
2019,0,0,Mixed Membership Models for Time Series,0,"Emily B. Fox and Michael I. Jordan",2014,incollection,0,0,0,http://www.crcnetbase.com/doi/abs/10.1201/b17520-26,417--439,Handbook of Mixed Membership Models and Their Applications.,DBLP:reference/crc/2014mmm
2020,0,0,Nested Hierarchical Dirichlet Processes,0,"John William Paisley and Chong Wang and David M. Blei and Michael I. Jordan",2012,article,CoRR,0,abs/1210.6738,http://arxiv.org/abs/1210.6738,0,0,
2021,0,0,Distance Metric Learning with Application to Clustering with Side-Information,0,"Eric P. Xing and Andrew Y. Ng and Michael I. Jordan and Stuart J. Russell",2002,inproceedings,0,0,0,http://papers.nips.cc/paper/2164-distance-metric-learning-with-application-to-clustering-with-side-information,505--512,"Advances in Neural Information Processing Systems 15 [Neural Information Processing Systems, {NIPS} 2002, December 9-14, 2002, Vancouver, British Columbia, Canada]",DBLP:conf/nips/2002
2022,0,0,"Learning piecewise control strategies in a modular neural network architecture",0,"Robert A. Jacobs and Michael I. Jordan",1993,article,"{IEEE} Transactions on Systems, Man, and Cybernetics",2,23,http://dx.doi.org/10.1109/21.229447,337--345,0,
2023,0,0,A direct formulation for sparse {PCA} using semidefinite programming,0,"Alexandre d'Aspremont and Laurent El Ghaoui and Michael I. Jordan and Gert R. G. Lanckriet",2004,article,CoRR,0,cs.CE/0406021,http://arxiv.org/abs/cs.CE/0406021,0,0,
2024,0,0,Nonparametric Bayesian Co-clustering Ensembles,0,"Pu Wang and Kathryn B. Laskey and Carlotta Domeniconi and Michael I. Jordan",2011,inproceedings,0,0,0,http://dx.doi.org/10.1137/1.9781611972818.29,331--342,"Proceedings of the Eleventh {SIAM} International Conference on Data Mining, {SDM} 2011, April 28-30, 2011, Mesa, Arizona, {USA}",DBLP:conf/sdm/2011
2025,{MIT} Press,0,"Advances in Neural Information Processing Systems 9, NIPS, Denver, CO, USA, December 2-5, 1996",0,0,1997,proceedings,0,0,0,http://papers.nips.cc/book/advances-in-neural-information-processing-systems-9-1996,0,0,
2026,0,0,"An asymptotic analysis of generative, discriminative, and pseudolikelihood estimators",0,"Percy Liang and Michael I. Jordan",2008,inproceedings,0,0,0,http://doi.acm.org/10.1145/1390156.1390230,584--591,"Machine Learning, Proceedings of the Twenty-Fifth International Conference {(ICML} 2008), Helsinki, Finland, June 5-9, 2008",DBLP:conf/icml/2008
2027,0,0,"Estimating Divergence Functionals and the Likelihood Ratio by Convex Risk Minimization",0,"XuanLong Nguyen and Martin J. Wainwright and Michael I. Jordan",2010,article,{IEEE} Transactions on Information Theory,11,56,http://dx.doi.org/10.1109/TIT.2010.2068870,5847--5861,0,
2028,0,0,Tree-dependent Component Analysis,0,"Francis R. Bach and Michael I. Jordan",2002,inproceedings,0,0,0,https://dslpitt.org/uai/displayArticleDetails.jsp?mmnu=1&smnu=2&article_id=842&proceeding_id=18,36--44,"{UAI} '02, Proceedings of the 18th Conference in Uncertainty in Artificial Intelligence, University of Alberta, Edmonton, Alberta, Canada, August 1-4, 2002",DBLP:conf/uai/2002
2029,0,0,The Big Data Bootstrap,0,"Ariel Kleiner and Ameet Talwalkar and Purnamrita Sarkar and Michael I. Jordan",2012,inproceedings,0,0,0,http://icml.cc/discuss/2012/861.html,0,"Proceedings of the 29th International Conference on Machine Learning, {ICML} 2012, Edinburgh, Scotland, UK, June 26 - July 1, 2012",DBLP:conf/icml/2012
2030,0,0,Loopy Belief Propagation for Approximate Inference: An Empirical Study,0,"Kevin P. Murphy and Yair Weiss and Michael I. Jordan",1999,inproceedings,0,0,0,https://dslpitt.org/uai/displayArticleDetails.jsp?mmnu=1&smnu=2&article_id=199&proceeding_id=15,467--475,"{UAI} '99: Proceedings of the Fifteenth Conference on Uncertainty in Artificial Intelligence, Stockholm, Sweden, July 30 - August 1, 1999",DBLP:conf/uai/1999
2031,0,0,Nested Hierarchical Dirichlet Processes,0,"John William Paisley and Chong Wang and David M. Blei and Michael I. Jordan",2015,article,{IEEE} Trans. Pattern Anal. Mach. Intell.,2,37,http://doi.ieeecomputersociety.org/10.1109/TPAMI.2014.2318728,256--270,0,
2032,0,0,{MLI:} An {API} for Distributed Machine Learning,0,"Evan R. Sparks and Ameet Talwalkar and Virginia Smith and Jey Kottalam and Xinghao Pan and Joseph E. Gonzalez and Michael J. Franklin and Michael I. Jordan and Tim Kraska",2013,article,CoRR,0,abs/1310.5426,http://arxiv.org/abs/1310.5426,0,0,
2033,0,0,A Direct Formulation for Sparse {PCA} Using Semidefinite Programming,0,"Alexandre d'Aspremont and Laurent El Ghaoui and Michael I. Jordan and Gert R. G. Lanckriet",2004,inproceedings,0,0,0,http://papers.nips.cc/paper/2628-a-direct-formulation-for-sparse-pca-using-semidefinite-programming,41--48,"Advances in Neural Information Processing Systems 17 [Neural Information Processing Systems, {NIPS} 2004, December 13-18, 2004, Vancouver, British Columbia, Canada]",DBLP:conf/nips/2004
2034,0,0,Adaptation in Speech Motor Control,0,"John F. Houde and Michael I. Jordan",1997,inproceedings,0,0,0,http://papers.nips.cc/paper/1449-adaptation-in-speech-motor-control,38--44,"Advances in Neural Information Processing Systems 10, {[NIPS} Conference, Denver, Colorado, USA, 1997]",DBLP:conf/nips/1997
2035,0,0,Cluster Forests,0,"Donghui Yan and Aiyou Chen and Michael I. Jordan",2013,article,Computational Statistics {\&} Data Analysis,0,66,http://dx.doi.org/10.1016/j.csda.2013.04.010,178--192,0,
2036,0,0,Local linear perceptrons for classification,0,"Ethem Alpaydin and Michael I. Jordan",1996,article,{IEEE} Transactions on Neural Networks,3,7,http://dx.doi.org/10.1109/72.501737,788--794,0,
2037,0,0,Loopy Belief Propagation for Approximate Inference: An Empirical Study,0,"Kevin P. Murphy and Yair Weiss and Michael I. Jordan",2013,article,CoRR,0,abs/1301.6725,http://arxiv.org/abs/1301.6725,0,0,
2038,0,0,Communication-Efficient Distributed Dual Coordinate Ascent,0,"Martin Jaggi and Virginia Smith and Martin Tak{\'{a}}c and Jonathan Terhorst and Sanjay Krishnan and Thomas Hofmann and Michael I. Jordan",2014,inproceedings,0,0,0,http://papers.nips.cc/paper/5599-communication-efficient-distributed-dual-coordinate-ascent,3068--3076,"Advances in Neural Information Processing Systems 27: Annual Conference on Neural Information Processing Systems 2014, December 8-13 2014, Montreal, Quebec, Canada",DBLP:conf/nips/2014
2039,0,0,A Variational Principle for Model-based Morphing,0,"Lawrence K. Saul and Michael I. Jordan",1996,inproceedings,0,0,0,http://papers.nips.cc/paper/1283-a-variational-principle-for-model-based-morphing,267--273,"Advances in Neural Information Processing Systems 9, NIPS, Denver, CO, USA, December 2-5, 1996",DBLP:conf/nips/1996N
2040,0,0,Boltzmann Chains and Hidden Markov Models,0,"Lawrence K. Saul and Michael I. Jordan",1994,inproceedings,0,0,0,http://papers.nips.cc/paper/966-boltzmann-chains-and-hidden-markov-models,435--442,"Advances in Neural Information Processing Systems 7, {[NIPS} Conference, Denver, Colorado, USA, 1994]",DBLP:conf/nips/1994
2041,0,0,Exploiting Tractable Substructures in Intractable Networks,0,"Lawrence K. Saul and Michael I. Jordan",1995,inproceedings,0,0,0,http://papers.nips.cc/paper/1155-exploiting-tractable-substructures-in-intractable-networks,486--492,"Advances in Neural Information Processing Systems 8, NIPS, Denver, CO, November 27-30, 1995",DBLP:conf/nips/1995
2042,0,0,Communication-Efficient Online Detection of Network-Wide Anomalies,0,"Ling Huang and XuanLong Nguyen and Minos N. Garofalakis and Joseph M. Hellerstein and Michael I. Jordan and Anthony D. Joseph and Nina Taft",2007,inproceedings,0,0,0,http://dx.doi.org/10.1109/INFCOM.2007.24,134--142,"{INFOCOM} 2007. 26th {IEEE} International Conference on Computer Communications, Joint Conference of the {IEEE} Computer and Communications Societies, 6-12 May 2007, Anchorage, Alaska, {USA}",DBLP:conf/infocom/2007
2043,0,0,Bayesian semiparametric Wiener system identification,0,"Fredrik Lindsten and Thomas B. Sch{\""{o}}n and Michael I. Jordan",2013,article,Automatica,7,49,http://dx.doi.org/10.1016/j.automatica.2013.03.021,2053--2063,0,
2044,0,0,Latent Dirichlet Allocation,0,"David M. Blei and Andrew Y. Ng and Michael I. Jordan",2001,inproceedings,0,0,0,http://papers.nips.cc/paper/2070-latent-dirichlet-allocation,601--608,"Advances in Neural Information Processing Systems 14 [Neural Information Processing Systems: Natural and Synthetic, {NIPS} 2001, December 3-8, 2001, Vancouver, British Columbia, Canada]",DBLP:conf/nips/2001
