id,title,booktitle,author,pages,year,organization,ENTRYTYPE,publisher,journal,number,volume
1400,"Learning internal representations by error propagation, parallel distributed processing",0,"Rumlhart, DE and Hinton, GE and Wiliams, RJ",0,1986,0,book,"Cambridge, MA: MIT Press",0,0,3182362
1401,Free energy coding,"Data Compression Conference, 1996. DCC'96. Proceedings","Frey, Brendan J and Hinton, Geoffrey E",73--81,1996,IEEE,inproceedings,0,0,0,
1402,Temporal-kernel recurrent neural networks,0,"Sutskever, Ilya and Hinton, Geoffrey",239--243,2010,0,article,Pergamon,Neural Networks,2,23
1403,Deterministic Boltzmann learning in networks with asymmetric connectivity,0,"Galland, Conrad C and Hinton, Georey E",3--9,1991,0,article,0,Connectionist Models: Proceedings of the 1990 Summer School,0,
1404,Computation by neural networks,0,"Hinton, Geoffrey E",1170--1170,2000,0,article,Nature Publishing Group,nature neuroscience,0,3
1405,Using mixtures of deformable models to capture variations in hand printed digits,0,"Revow, Michael and Williams, Christopher KI and Hinton, Geoffrey E",0,1993,0,article,Citeseer,0,0,
1406,Vocal tract length perturbation (VTLP) improves speech recognition,0,"Jaitly, Navdeep and Hinton, Geoffrey E",0,2013,0,article,0,"Proc. ICML Workshop on Deep Learning for Audio, Speech and Language",0,
1407,Learning causally linked markov random fields,0,"Hinton, Geoffrey E and Osindero, Simon and Bao, Kejie",128--135,2005,0,article,0,Proceedings of the 10th International Workshop on Artificial Intelligence and Statistics,0,
1408,"K., Lang, K., D.(1989). Phoneme recognition using time-delay neural networks",0,"Waibel, A and Toshiyuki, H and Hinton, G Shikano",993--1009,0,0,article,0,"IEEE Transactions on Acoustics, Speech, and Signal Processing",0,23
1409,Multiple relational embedding,Advances in neural information processing systems,"Memisevic, Roland and Hinton, Geoffrey E",913--920,2004,0,inproceedings,0,0,0,
1410,TRAFFIC: A model of object recognition based on transformations of feature instances,0,"Zemel, RS and Mozer, MC and Hinton, GE",0,1988,0,article,0,"Proceedings of the 1988 Connectionist Summer School, Morgan Kauffman: Los Altos, CA",0,
1411,Technical Report CRG-TR-96-2,0,"Ghahramani, Z and Hinton, GE",0,1996,0,article,0,"Department of Computer Science, University of Toronto",0,
1412,Tensor analyzers,Proceedings of The 30th International Conference on Machine Learning,"Tang, Yichuan and Salakhutdinov, Ruslan and Hinton, Geoffrey",163--171,2013,0,inproceedings,0,0,0,
1413,Spiking boltzmann machines,0,"Hinton, Geoffrey E and Brown, Andrew",122,2000,0,article,The MIT Press,Advances in neural information processing systems 12: proceedings of the 1999 conference,0,12
1414,TRAFFIC: Recognizing objects using hierarchical reference frame transformations,Advances in neural information processing systems,"Zemel, Richard S and Mozer, Michael C and Hinton, Geoffrey E",266--273,1990,0,inproceedings,0,0,0,
1415,Using free energies to represent Q-values in a multiagent reinforcement learning task,NIPS,"Sallans, Brian and Hinton, Geoffrey E",1075--1081,2000,0,inproceedings,0,0,0,
1416,Une nouvelle approche de la cognition: le connexionnisme,0,"McClelland, JL and Rumelhart, DE and Hinton, GE",45--64,1987,0,article,Gallimard,Le D{\'e}bat,5,47
1417,Analysis-by-synthesis by learning to invert generative black boxes,Artificial Neural Networks-ICANN 2008,"Nair, Vinod and Susskind, Josh and Hinton, Geoffrey E",971--981,2008,0,incollection,Springer Berlin Heidelberg,0,0,
1418,Using pairs of data-points to define splits for decision trees,Advances in Neural Information Processing Systems,"Hinton, Geoffrey E and Revow, Michael",0,1996,0,inproceedings,0,0,0,
1419,SMEM algorithm for mixture models,0,"Naonori, Ueda and Ryohei, Nakano and Ghahramani, Z and Hinton, GE",2109--2128,2000,0,article,0,Neural Computation,9,12
1420,Respectively Reconsidered,0,"Hinton, G",912--914,1978,0,article,0,Pragmatics Microfiche,0,3
1421,Deep Belief Networks,0,"Salakhutdinov, Ruslan and Hinton, GE",0,2007,0,article,0,0,0,
1422,E cient stochastic source coding and an application to a Bayesian network source model,0,"Frey, Brendan J and Hinton, GE",0,1997,0,article,0,Computer Journal,0,
1423,"Copyright{\copyright} 2006 Cognitive Science Society, Inc. All rights reserved.",0,"Abbot-Smith, K and Atran, S and Aveyard, M and Behrens, H and Benus, S and Blomert, L and Bosse, T and Cagan, J and Cangelosi, A and Connell, L and others",1127,2006,0,article,0,Cognitive Science,0,30
1424,Combining two methods of recognizing hand-printed digits,0,"Hinton, G and Williams, C and Revow, M",53--60,1992,0,article,0,Art. Neural Systems,0,2
1425,A Simple Way to Initialize Recurrent Networks of Rectified Linear Units,0,"Le, Quoc V and Jaitly, Navdeep and Hinton, Geoffrey E",0,2015,0,article,0,arXiv preprint arXiv:1504.00941,0,
1426,Models of human inference,0,"Hinton, Geoffrey E",189--190,1987,0,article,Wiley Online Library,Computational intelligence,1,3
1427,Deep Generative Models for Modeling Animate Motion,0,"Taylor, Graham W and Hinton, Geoffrey E and Roweis, Sam",0,2008,0,article,0,Proc. 4th Int. Symp. Adaptive Motion of Animals and Machines,0,
1428,Efficient Parametric Projection Pursuit Density Estimation,0,"Geoffrey, Max Welling Richard S Zemel and Hinton, E",0,0,0,article,0,0,0,
1429,Training many small hidden markov models,"WISP-2001 Workshop on Innovation in Speech Processing, Proc. Institute of Acoustics, Part 3","Hinton, GE and Brown, AD",0,2001,The Institute of Acoustics,inproceedings,0,0,0,
1430,Parallel distributed processing. Vol. 1,0,"Hinton, GE and Sejnowski, TJ",0,1986,0,book,"Cambridge, MA: MIT Press",0,0,
1431,Variational Learning for Switching State-Space Models,0,"Hinton, Geoffrey E",315,2001,0,article,MIT Press,Graphical Models: Foundations of Neural Computation,0,
1432,Dimensionality Reduction,0,"Hinton, Geoffrey",0,2015,0,article,0,0,0,
1433,"R.]. Williams, 1986. Learning internal representations by error propagation, Parallel Distributed Processing—Explorations in the Microstructure of Cognition, Vol. 1 (DE. Rumelhart,]. L. McClelland, and PDP Research Group, editors)",0,"Rumelhart, DE and Hinton, GE",0,0,0,book,"The MIT Press, Massachusetts",0,0,
1434,Generative multiple-instance learning models for quantitative electromyography,0,"Adel, Tameem and Smith, Benn and Urner, Ruth and Stashuk, Daniel and Lizotte, Daniel J",0,2013,0,article,0,arXiv preprint arXiv:1309.6811,0,
1435,Guest Editorial: Deep Learning,0,"Hinton, Geoffrey and LeCun, Yann and others",1--2,2015,0,article,Springer US,International Journal of Computer Vision,1,113
1436,DELVE team members (1995). Assessing learning procedures using DELVE,0,"Hinton, G and Neal, R and Tibshirani, R",0,0,0,techreport,0,0,0,
1437,System and method for labelling aerial images,0,"Mnih, Volodymyr and Hinton, Geoffrey E",0,2013,0,misc,0,0,0,
1438,Using an autoencoder with deformable templates to discover features for automated speech recognition.,INTERSPEECH,"Jaitly, Navdeep and Hinton, Geoffrey E",1737--1740,2013,0,inproceedings,0,0,0,
1439,Fast neural network emulation of dynamical systems for computer animation,Advances in neural information processing systems,"Grzeszczuk, Radek and Terzopoulos, Demetri and Hinton, Geoffrey E",882--888,1999,0,inproceedings,0,0,0,
1440,Models of schemata and sequential thought processes,0,"Rumelhart, DE and Smolensky, P and McClelland, JL and Hinton, GE",0,1986,0,article,0,Parallel Distributed Processing: Explorations in the microstructure of cognition,0,2
1441,Hand-printed digit recognition using deformable models,0,"Williams, Christopher KI and Hinton, Geoffrey E",127,1993,0,article,Cambridge University Press,Spatial Vision in Humans and Robots: The Proceedings of the 1991 York Conference on Spatial Vision in Humans and Robots,0,
1442,"Department of Computer Science University of Toronto Toronto, Ontario, M5S 1A4, Canada hinton@ cs. toronto. edu, zoubin@ cs. toronto. edu",0,"Hinton, Georey E and Ghahramani, Zoubin",0,1997,0,article,0,0,0,
1443,Minimizing description length in an unsupervised neural network,0,"Hinton, Geoffrey E and Zemel, Richard S",0,1997,0,article,Citeseer,Preprint,0,
1444,Using neural networks to learn intractable generative models,0,"HINTON, GE and Dayan, P and NEAL, RM and ZEMEL, RS",0,1994,0,article,AMER STATISTICAL ASSOC,0,0,
1445,System and method for addressing overfitting in a neural network,0,"Hinton, Geoffrey E and Krizhevsky, Alexander and Sutskever, Ilya and Srivastva, Nitish",0,2013,0,misc,0,0,0,
1446,A distributed connectionist production system,0,"Hinton, GE and Touretzky, DS",0,1988,0,article,0,Cognitive science,3,12
1447,Wormholes Improve Contrastive Divergence,Advances in Neural Information Processing Systems,"Welling, Max and Mnih, Andriy and Hinton, Geoffrey E",0,2003,0,inproceedings,0,0,0,
1448,El atractivo del procesamiento distribuido en paralelo,0,"McClelland, JL and Rumelhart, DE and Hinton, GE",0,1992,0,article,0,Introducci{\'o}n al procesamiento distribuido en paralelo,0,
1449,Deterministic Boltzmann Learning in Networks with Asymmetric Connectivity,0,"Hinton, Geoffrey E",3,2014,0,article,Morgan Kaufmann,Connectionist Models: Proceedings of the 1990 Summer School,0,
1450,"Wfll] ams, KJ: Learning internal representations by error propagation",0,"Rumelhart, DE and Hinton, GE",0,0,0,article,0,Parallel Distributed Processing,0,1
1451,"Delve data for evaluating learning in valid experiments, 1995--1996",0,"Rasmussen, CE and Neal, RM and Hinton, G and van Camp, D and Revow, M and Ghahramani, Z and Kustra, R and Tibshirani, R",0,0,0,article,0,URL http://www. cs. toronto. edu/~ delve,0,
1452,Learning internal representations by error propagation. 1985,0,"Rumelhart, DE and Hinton, GE and Williams, RJ",0,0,0,article,0,DTIC Document,0,
1453,Using matrices to model symbolic relationship,Advances in Neural Information Processing Systems,"Sutskever, Ilya and Hinton, Geoffrey E",1593--1600,2009,0,inproceedings,0,0,0,
1454,Learning to make coherent predictions in domains with discontinuities,Advances in Neural Information Processing Systems,"Becker, Suzanna and Hinton, Geoffrey E",372--379,1992,0,inproceedings,0,0,0,
1455,Workshop summary: Workshop on learning feature hierarchies,Proceedings of the 26th Annual International Conference on Machine Learning,"Yu, Kay and Salakhutdinov, Ruslan and LeCun, Yann and Hinton, Geoff and Bengio, Yoshua",5,2009,ACM,inproceedings,0,0,0,
1456,Proceedings of the 1988 Connectionist Models Summer School,0,"Touretzky, David S and Hinton, Geoffrey E and Sejnowski, Terrence Joseph",0,1989,0,book,Morgan Kaufmann,0,0,
1457,Neural network architectures for artificial intelligence,0,"Hinton, Geoffrey E",0,1988,0,article,American Association for Artificial Intelligence,0,0,
1458,ins.''Learning internal representations by error propagation,0,"Rumelhalt, DE and Hinton, GE and Willia, RJ",0,0,0,article,0,Parallel Distributed Processing: Explorations in the Microstructure of,0,
1459,Learning Distributed Representations by Mapping Concepts and Relations into a Linear Space.,ICML,"Paccanaro, Alberto and Hinton, Geoffrey E",711--718,2000,0,inproceedings,0,0,0,
1460,Using a neural net to instantiate a deformable model,Advances in neural information processing systems,"Williams, Christopher KI and Revow, Michael and Hinton, Geoffrey E",965--972,1995,0,inproceedings,0,0,0,
1461,Neural networks for computer-human interfaces: Glove-TalkII,0,"Fels, S Sidney and Hinton, G",1299--1304,1996,0,article,Citeseer,Proceedings of the International Conference on Neural Information Processing (ICONIP96),0,
1462,"Acharya, A., see Chakrabarti, PP. Adam, A. and J.-P Laurent, LAURA, a system to debug stu-dent programs Adcock, J., see Char\&k, E. Addanki, S., R. Cremonini and JS Penberthy, Graphs of mod",0,"Adelson-Velskiy, GM and Arlazarov, VL and Donskoy, MV and Elman, Terence Sejnowski and Hinton, Geoffrey",229--299,1997,0,article,0,Artificial Intelligence,0,96
1463,The unity of consciousness: A connectionist account,0,"Hinton, Geoffrey E",245,1991,0,article,Psychology Press,"Memories, Thoughts, and Emotions: Essays in Honor of George Mandler",0,
1464,15 Learning to Use Spike Timing in a Restricted,0,"Machine, Boltzmann and Hinton, Geoffrey E and Brown, Andrew D",285,2002,0,article,MIT Press,Probabilistic Models of the Brain: Perception and Neural Function,0,
1465,Pattern matching and variable binding in a stochastic neural network,Genetic Algorithms and  Simulated Annealing,"Touretzky, David S and Hinton, Geoffrey E",155--169,1987,0,incollection,"Pitman, London",0,0,
1466,System and method for parallelizing convolutional neural networks,0,"Krizhevsky, Alexander and Sutskever, Ilya and Hinton, Geoffrey E",0,2013,0,misc,0,0,0,
1467,Machine learning for neuroscience,0,"Hinton, Geoffrey E",12,2011,0,article,0,Neural Syst. Circuits,1,1
1468,Cascaded redundancy reduction,0,"De Sa, Virginia R and Hinton, Geoffrey E",73--84,1998,0,article,Informa UK Ltd UK,Network: Computation in Neural Systems,1,9
1469,"{\textordfeminine}Learning Internal Representation by Error Propagation, {\textordmasculine} Parallel Distributed Processing",0,"Rumelhart, DE and Hinton, GE and Williams, R",283--317,1986,0,article,0,"DE Rumelhart, JL McClelland, and the PDP Research Group, eds",0,1
1470,"gParallel Distributed Proce ssing Vol. 1, 2• h",0,"Rumelhart, DE and McClelland, JL and PDP Group and others",0,1986,0,book,MIT Press,0,0,
1471,Updated Edition,0,"Hinton, Geoffrey E",1,2014,0,article,Psychology Press,Parallel Models of Associative Memory: Updated Edition,0,
1472,Relative Density Nets: A New Way to Combine Backpropagation with HMM's,Advances in Neural Information Processing Systems,"Brown, Andrew D and Hinton, Geoffrey E",1149--1156,2001,0,inproceedings,0,0,0,
1473,Modelling the statistics of natural images with topographic product of student-t models,0,"Osindero, Simon and Welling, Max and Hinton, Geoffrey E",0,2006,0,article,Citeseer,Neural Computation,2,18
1474,Probabilistic sequential independent components analysis,0,"Welling, Max and Zemel, Richard S and Hinton, Geoffrey E",838--849,2004,0,article,IEEE,"Neural Networks, IEEE Transactions on",4,15
1475,Learning fast neural network emulators for physics-based models,ACM SIGGRAPH 97 Visual Proceedings: The art and interdisciplinary programs of SIGGRAPH'97,"Grzezczuk, Radek and Terzopoulos, Demetri and Hinton, Geoffrey",167,1997,ACM,inproceedings,0,0,0,
1476,Modeling High-Dimensional Data by Combining Simple Experts,AAAI/IAAI,"Hinton, Geoffrey E",1159--1164,2000,0,inproceedings,0,0,0,
1477,Reducing the Dimensionality of Data with Neural Networks.(28 July 2006),0,"Hinton, GE and Salakhutdinov, RR",504,0,0,article,0,Science,5786,313
1478,Learning representations by back-propagating errors (from Nature 1986),0,"Rumelhart, DE and Hinton, GE and Williams, RJ",138--138,1994,0,article,SPIE-THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING,Spie Milestone Series Ms,0,96
1479,time (min.),0,"Rumelhart, DE and Hinton, GE and Williams, RJ",111,2014,0,article,Elsevier,Advanced Control of Chemical Processes 1994,0,45
1480,Nonlinear Dimensionality Reduction using Neural Networks,0,"Salakhutdinov, Ruslan",1000,2000,0,article,0,RBM,0,2
