id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
4621,0,index configuration in object-oriented databases,elisa bertino,VLDBJ,1994,the hcc-tree : an efficient index structure for object oriented databases,"b. sreenath , s. seshadri",VLDB,1994
4622,0,exploiting constraint-like data characterizations in query optimization,"jarek gryz , calisto zuzarte , parke godfrey",SIGMOD,2001,parametric query optimization,"yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis",VLDBJ,1997
4623,0,the ores temporal database management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",SIGMOD,1994,geo/environmental and medical data management in the rasdaman system,"peter baumann , paula furtado , roland ritsch , norbert widmann",VLDB,1997
4624,1,where will object techonology drive data administration ?,arnon rosenthal,SIGMOD Rec.,1998,where will object technology drive data administration ?,arnon rosenthal,SIGMOD Rec.,1998
4625,1,spatial indexing of high-dimensional data based on relative approximation,"shunsuke uemura , masatoshi yoshikawa , yasushi sakurai , haruhiko kojima",VLDBJ,2002,spatial indexing of high-dimensional data based on relative approximation,"yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima",VLDBJ,2002
4626,1,update propagation strategies for improving the quality of data on the web,"nick roussopoulos , alexandros labrinidis",VLDB,2001,update propagation strategies for improving the quality of data on the web,"alexandros labrinidis , nick roussopoulos",VLDB,2001
4627,0,parametric query optimization,"raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim",VLDBJ,1997,bringing order to query optimization,"giedrius slivinskas , christian s. jensen , richard thomas snodgrass",SIGMOD Rec.,2002
4628,0,independence is good : dependency-based histogram synopses for high-dimensional data,"amol deshpande , rajeev rastogi , minos n. garofalakis",SIGMOD,2001,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,SIGMOD Rec.,2001
4629,0,medical information systems : characterization and challenges,"lynn l. peterson , jorge c. g. ramirez , lon a. smith",SIGMOD Rec.,1994,supply chain infrastructures : system integration and information sharing,"michael o. ball , meng ma , louiqa raschid , zhengying zhao",SIGMOD Rec.,2002
4630,0,business data management for b2b electronic commerce,"manfred a. jeusfeld , mareike schoop , christoph quix",SIGMOD Rec.,2002,broadcast disks : data management for asymmetric communication environments,"swarup acharya , rafael alonso , michael franklin , stanley zdonik",SIGMOD,1995
4631,0,a cost model for query processing in high dimensional data spaces,christian böhm,ACM TODS,2000,contorting high dimensional data for efficient main memory knn processing,"bin cui , beng chin ooi , jianwen su , kian-lee tan",SIGMOD,2003
4632,0,reminiscences on influential papers,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross",SIGMOD Rec.,2001,reminiscences in influential papers,richard snodgrass,SIGMOD Rec.,1998
4633,0,automatic subspace clustering of high dimensional data for data mining applications,"johannes gehrke , rakesh agrawal , dimitrios gunopulos , prabhakar raghavan",SIGMOD,1998,parallel algorithms for high-dimensional similarity joins for data mining applications,"john c. shafer , rakesh agrawal",VLDB,1997
4634,1,coalescing in temporal databases,"michael d. soo , richard t. snodgrass , michael h. böhlen",VLDB,1996,coalescing in temporal databases,"michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo",VLDB,1996
4635,1,an extendible hash for multi-precision similarity querying of image databases,"m. tamer özsu , shu lin , raymond t. ng , vincent oria",VLDB,2001,an extendible hash for multi-precision similarity querying of image databases,"shu lin , m. tamer &#214; zsu , vincent oria , raymond t. ng",VLDB,2001
4636,0,optimization techniques for queries with expensive methods,joseph m. hellerstein,ACM TODS,1998,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",VLDB,1996
4637,0,query processing techniques for arrays,"kenneth salem , arunprasad p. marathe",SIGMOD,1999,similarity query processing using disk arrays,"apostolos n. papadopoulos , yannis manolopoulos",SIGMOD,1998
4638,0,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",ACM TODS,2002,the algres testbed of chimera : an active object-oriented database system,"stefano ceri , piero fraternali , stefano paraboschi , giuseppe psaila",SIGMOD,1995
4639,0,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",VLDB,2001,efficiently mining long patterns from databases,"roberto j. bayardo , jr.",SIGMOD,1998
4640,1,closing the key loophole in mls databases,"nenad jukic , svetlozar nestorov , susan v. vrbsky",SIGMOD Rec.,2003,closing the key loophole in mls databases,"nenad jukic , svetlozar nestorov , susan vrbsky",SIGMOD Rec.,2003
4641,0,videoanywhere : a system for searching and managing distributed video assets,"amit p. sheth , kshitij shah , clemens bertram",SIGMOD Rec.,1999,query caching and optimization in distributed mediator systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",SIGMOD,1996
4642,0,enhancing external consistency in real-time transactions,"shing-shan peng , kwei-jay lin",SIGMOD Rec.,1996,transactional client-server cache consistency : alternatives and performance,"michael j. franklin , michael j. carey , miron livny",ACM TODS,1997
4643,0,efficient testing of high performance transaction processing systems,"d. wildfogel , ramana yerneni",VLDB,1997,efficient transparent application recovery in client-server information systems,"david lomet , gerhard weikum",SIGMOD,1998
4644,1,balancing histogram optimality and practicality for query result size estimation,"yannis e. ioannidis , viswanath poosala",SIGMOD,1995,balancing histogram optimality and practicality for query result size estimation,"yannis e. ioannidis , viswanath poosala",SIGMOD,1995
4645,0,integrating mining with relational database systems : alternatives and implications,"shiby thomas , rakesh agrawal , sunita sarawagi",SIGMOD,1998,storing and querying ordered xml using a relational database system,"igor tatarinov , stratis d. viglas , kevin beyer , jayavel shanmugasundaram , eugene shekita , chun zhang",SIGMOD,2002
4646,1,picodbms : validation and experience,"philippe pucheral , christophe bobineau , luc bouganim , patrick valduriez , nicolas anciaux",VLDB,2001,picodbms : validation and experience,"nicolas anciaux , christophe bobineau , luc bouganim , philippe pucheral , patrick valduriez",VLDB,2001
4647,1,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"daniel barbará , hector garcia-molina",VLDBJ,1994,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"daniel barbar &#225; - mill &#225; , hector garcia-molina",VLDBJ,1994
4648,0,web caching for database applications with oracle web cache,"jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu",SIGMOD,2002,a transaction replication scheme for a replicated database with node autonomy,"ada wai-chee fu , david wai-lok cheung",VLDB,1994
4649,1,parallel query scheduling and optimization with time - and space-shared resources,"yannis e. ioannidis , minos n. garofalakis",VLDB,1997,parallel query scheduling and optimization with time - and space-shared resources,"minos n. garofalakis , yannis e. ioannidis",VLDB,1997
4650,0,parallelising oodbms traversals : a performance evaluation,"jeffrey f. naughton , john c. shafer , david j. dewitt , shivakumar venkataraman",VLDBJ,1996,a performance evaluation of oid mapping techniques,"andr &#233; eickler , carsten andreas gerlhof , donald kossmann",VLDB,1995
4651,1,carnot and infosleuth : database technology and the world wide web,"k. ong , christine tomlinson , darrell woelk , c. unnikrishnan , william bohrer , nigel jacobs",SIGMOD,1995,carnot and infosleuth : database technology and the world wide web,"d. woelk , b. bohrer , n. jacobs , k. ong , c. tomlinson , c. unnikrishnan",SIGMOD,1995
4652,0,efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",SIGMOD,2000,guidelines for presentation and comparison of indexing techniques,"justin zobel , alistair moffat , kotagiri ramamohanarao",SIGMOD Rec.,1996
4653,0,metadata for multimedia documents,"thomas c. rakow , klemens böhm",SIGMOD Rec.,1994,view management in multimedia databases,"k. sel &#231; uk candan , eric lemar , v. s. subrahmanian",VLDBJ,2000
4654,1,client-site query extensions,"praveen seshadri , tobias mayr",SIGMOD,1999,client-site query extensions,"tobias mayr , praveen seshadri",SIGMOD,1999
4655,0,indexing multimedia databases ( tutorial ),christos faloutsos,SIGMOD,1995,supporting efficient multimedia database exploration,"wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",VLDBJ,2001
4656,0,a system for watermarking relational databases,"peter j. haas , rakesh agrawal , jerry kiernan",SIGMOD,2003,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",VLDB,1996
4657,0,query unnesting in object-oriented databases,leonidas fegaras,SIGMOD,1998,the hcc-tree : an efficient index structure for object oriented databases,"b. sreenath , s. seshadri",VLDB,1994
4658,0,an annotated bibliography on real-time database systems,özgür ulusoy,SIGMOD Rec.,1995,index concurrency control in firm real-time database systems,"brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",VLDB,1995
4659,0,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",VLDB,2001,a data model and data structures for moving objects databases,"luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider",SIGMOD,2000
4660,1,containment join size estimation : models and methods,"haifeng jiang , hongjun lu , wei wang , jeffrey xu yu",SIGMOD,2003,containment join size estimation : models and methods,"wei wang , haifeng jiang , hongjun lu , jeffrey xu yu",SIGMOD,2003
4661,0,a data model and data structures for moving objects databases,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",SIGMOD,2000,a database model for object dynamics,"m. p. papazoglou , b. j. kr &#228; mer",VLDBJ,1997
4662,0,dynamat : a dynamic view management system for data warehouses,"nick roussopoulos , yannis kotidis",SIGMOD,1999,the aggregate data problem : a system for their definition and management,"m. rafanelli , a. bezenchek , l. tininini",SIGMOD Rec.,1996
4663,0,database research at columbia university,"kenneth a. ross , gail e. kaiser , luis gravano , salvatore j. stolfo , shih-fu chang",SIGMOD Rec.,1998,database research at arizona state university,"susan d. urban , suzanne w. dietrich , forouzan golshani",SIGMOD Rec.,1996
4664,0,efficient incremental garbage collection for client-server object database systems,"laurent amsaleg , olivier gruber , michael j. franklin",VLDB,1995,efficient transparent application recovery in client-server information systems,"david lomet , gerhard weikum",SIGMOD,1998
4665,0,concurrency control in hierarchical multidatabase systems,"henry f. korth , abraham silberschatz , sharad mehrotra",VLDBJ,1997,a language based multidatabase system,"eva k &#252; hn , thomas tschernko , konrad schwarz",SIGMOD,1994
4666,1,an ultra highly available dbms,"svein-olaf hvasshovd , svein erik bratsberg , øystein torbjørnsen",VLDB,2000,an ultra highly available dbms,"svein-olaf hvasshovd , svein erik bratsberg , &#216; ystein torbj &#248; rnsen",VLDB,2000
4667,1,foundations of statistical natural language processing - book review,gerhard weikum,SIGMOD Rec.,2002,foundations of statistical natural language processing,gerhard weikum,SIGMOD Rec.,2002
4668,0,an efficient algorithm for mining association rules in large databases,"edward omiecinski , shamkant b. navathe , ashok savasere",VLDB,1995,combining multi-visual features for efficient indexing in a large image database,"anne h. h. ngu , quan z. sheng , du q. huynh , ron lei",VLDBJ,2001
4669,0,the design and implementation of a sequence database system,"raghu ramakrishnan , miron livny , praveen seshadri",VLDB,1996,the impact of global clustering on spatial database systems,"thomas brinkhoff , hans-peter kriegel",VLDB,1994
