id,label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year
7275,0,9,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea",sigmod record,1996,894,managing intervals efficiently in object-relational databases,"hans-peter kriegel , marco p &#246; tke , thomas seidl",very large data bases,2000
7276,0,1114,"database tuning : principles , experiments , and troubleshooting techniques ( part ii )","dennis shasha , philippe bonnet",sigmod conference,2002,763,"database tuning : principles , experiments , and troubleshooting techniques ( part i )","dennis shasha , philippe bonnet",international conference on management of data,2002
7277,1,1588,benchmarking queries over trees : learning the hard truth the hard way,"sophie cluet , fanny wattez , véronique benzaken , guy ferran , christian fiegel",sigmod conference,2000,437,benchmarking queries over trees : learning the hard truth the hard way,"fanny wattez , sophie cluet , v &#233; ronique benzaken , guy ferran , christian fiegel",international conference on management of data,2000
7278,0,234,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",vldb,1994,215,online association rule mining,christian hidber,international conference on management of data,1999
7279,0,1049,dbsim : a simulation tool for predicting database performance,"craig wong , mark stokrp , mike lefler",sigmod conference,1996,1352,weaving relations for cache performance,"anastassia ailamaki , david j. dewitt , mark d. hill , marios skounakis",very large data bases,2001
7280,0,656,extracting schema from semistructured data,"serge abiteboul , rajeev motwani , svetlozar nestorov",sigmod conference,1998,1752,management of semistructured data,dan suciu,acm sigmod record,1997
7281,0,561,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,232,safe query languages for constraint databases,peter z. revesz,acm transactions on database systems ( tods ),1998
7282,0,639,an efficient method for checking object-oriented database schema correctness,"michele missikoff , anna formica , hans dietmar gröger",acm trans . database syst .,1998,1787,query unnesting in object-oriented databases,leonidas fegaras,international conference on management of data,1998
7283,0,2420,an adaptive hybrid server architecture for client caching odbmss,"m. tamer özsu , kaladhar voruganti , ronald c. unrau",vldb,1999,1202,a predicate-based caching scheme for client-server database architectures,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,1996
7284,0,1971,integration of data mining with database technology,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad",vldb,2000,1795,integrating association rule mining with relational database systems : alternatives and implications,"sunita sarawagi , shiby thomas , rakesh agrawal",international conference on management of data,1998
7285,1,166,logical logging to extend recovery to new domains,"david b. lomet , mark r. tuttle",sigmod conference,1999,209,logical logging to extend recovery to new domains,"david lomet , mark tuttle",international conference on management of data,1999
7286,0,7,enhanced abstract data types in object-relational databases,praveen seshadri,vldb j.,1998,66,on-line reorganization in object databases,"mohana k. lakhamraju , rajeev rastogi , s. seshadri , s. sudarshan",international conference on management of data,2000
7287,0,99,investigation of algebraic query optimisation techniques for database programming languages,"alexandra poulovassilis , carol small",vldb,1994,1649,formal query languages for secure relational databases,"marianne winslett , kenneth smith , xiaolei qian",acm transactions on database systems ( tods ),1994
7288,0,2473,"research and practice in federated information systems , report of the efis ' 2000 international workshop","ralf-detlef kutsche , geert-jan houben , mark roantree , bodo rieger , wilhelm hasselbring , kazimierz subieta , willem-jan van den heuvel",sigmod record,2000,1601,report on the 1995 international workshop on temporal databases,"arie segev , christian s. jensen , richard thomas snodgrass",acm sigmod record,1995
7289,0,890,a case-based approach to information integration,"maurizio panti , alberto giretti , luca spalazzi",vldb,2000,1846,infomaster : an information integration system,"michael r. genesereth , arthur m. keller , oliver m. duschka",international conference on management of data,1997
7290,0,1318,maintenance of data cubes and summary tables in a warehouse,"inderpal singh mumick , dallan quass , barinderpal singh mumick",sigmod conference,1997,1825,efficient view maintenance at data warehouses,"d. agrawal , a. el abbadi , a. singh , t. yurek",international conference on management of data,1997
7291,0,449,management of multidimensional discrete data,peter baumann,vldb j.,1994,1752,management of semistructured data,dan suciu,acm sigmod record,1997
7292,1,2435,a language based multidatabase system,"konrad schwarz , eva kühn , thomas tschernko",sigmod conference,1994,1665,a language based multidatabase system,"eva k &#252; hn , thomas tschernko , konrad schwarz",international conference on management of data,1994
7293,0,804,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",sigmod conference,1994,591,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994
7294,0,356,the design and implementation of a sequence database system,"raghu ramakrishnan , miron livny , praveen seshadri",vldb,1996,576,the aditi deductive database system,"jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",the vldb journal -- the international journal on very large data bases,1994
7295,0,1879,locally adaptive dimensionality reduction for indexing large time series databases,"kaushik chakrabarti , sharad mehrotra , eamonn j. keogh , michael j. pazzani",sigmod conference,2001,2003,cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,"jialie shen , anne h. h. ngu , john shepherd , du q. huynh , quan z. sheng",international conference on management of data,2003
7296,0,2610,database research at nthu and itri,arbee l. p. chen,sigmod record,1994,320,"database research at the indian institute of technology , bombay","d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan",acm sigmod record,1996
7297,0,1830,materialized views in oracle,"randall g. bello , william d. norcott , mohamed ziauddin , harry sun , karl dias , alan downing , james j. feenan jr. , andrew witkowski , james l. finnerty",vldb,1998,1516,adapting materialized views after redefinitions,"ashish gupta , inderpal s. mumick , kenneth a. ross",international conference on management of data,1995
7298,0,2452,temporal conditions and integrity constraints in active database systems,"ouri wolfson , a. prasad sistla",sigmod conference,1995,1114,promises and realities of active database systems,"eric simon , angelika kotz dittrich",very large data bases,1995
7299,0,644,index configuration in object-oriented databases,elisa bertino,vldb j.,1994,1182,garbage collection in object-oriented databases using transactional cyclic reference counting,"p. roy , s. seshadri , a. silberschatz , s. sudarshan , s. ashwin",the vldb journal -- the international journal on very large data bases,1998
7300,0,1123,a probabilistic relational model and algebra,"debabrata dey , sumit sarkar",acm trans . database syst .,1996,259,selectivity estimation using probabilistic models,"lise getoor , benjamin taskar , daphne koller",international conference on management of data,2001
7301,0,1584,roadrunner : towards automatic data extraction from large web sites,"giansalvatore mecca , valter crescenzi , paolo merialdo",vldb,2001,709,roadrunner : automatic data extraction from data-intensive web sites,"valter crescenzi , giansalvatore mecca , paolo merialdo",international conference on management of data,2002
7302,0,1837,terraserver : a spatial data warehouse,"donald r. slutz , jim gray , tom barclay",sigmod conference,2000,963,expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",very large data bases,1998
7303,0,927,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"daniel barbará , hector garcia-molina",vldb j.,1994,1203,mariposa : a wide-area distributed database system,"michael stonebraker , paul m. aoki , witold litwin , avi pfeffer , adam sah , jeff sidell , carl staelin , andrew yu",the vldb journal -- the international journal on very large data bases,1996
7304,0,635,applying database visualization to the world wide web,"alberto o. mendelzon , dimitra vista , masum z. hasan",sigmod record,1996,2,"world wide database-integrating the web , corba and databases","athman bouguettaya , boualem benatallah , lily hendra , james beard , kevin smith , mourad quzzani",international conference on management of data,1999
7305,0,169,"semi-automatic , self-adaptive control of garbage collection rates in object databases","artur klauser , alexander l. wolf , benjamin g. zorn , jonathan e. cook",sigmod conference,1996,1032,garbage collection in object oriented databases using transactional cyclic reference counting,"srinivas ashwin , prasan roy , s. seshadri , abraham silberschatz , s. sudarshan",very large data bases,1997
